"[-0.029953252524137497,-0.008480421932680266,0.00636637703116451,0.023580015770026615,0.001539149321615696,0.06877523740487439,0.1196942282175379,-0.07012024408738528,0.14825292177764432,-0.02526884605841977,0.018912755909176276,-0.05938737666500466,0.007649035059979983,0.04980814935905593,-0.0322528604301624,-0.07361300994775125,0.020147834039692367,0.030637371353805065,0.05193277115800551,0.03742240129836968,0.16460187063993154,0.15964534133672714,-9.975193201431207E-4,-0.01918907922559551,-0.06977064518391021,-0.060475773053310276,-0.09010986864034617,0.030218704670135463,0.06373443281544106,0.06063505341964108,-0.010381716203742793,0.02944548481277057,0.060362608305045536,-0.01067230012267828,0.014381663208561284,-0.041709943009274345,-0.08180895316348012,-0.08602651295119097,-2.6608996891549656E-4,0.006826955159859998,0.02118954780910696,-0.03853886800685099,0.07626228919668522,-0.013042564271017909,-0.09815052953282637,-0.0796620394103229,0.03499653180395918,-0.03184679902291723,-0.08263940989438977,0.046893758000805974,-8.708029719335692E-4,0.040989378533725224,0.041386683205408704,-0.04635241108813456,0.020249617286026478,0.03274049367090421,-0.014493071532342583,-0.017053694796881503,0.0791586419966604,-0.010826119371423764,0.038447736363325796,0.08339589880779386,-0.012415442615747452,0.031678610747413974,0.06562199097658906,-0.0361749692612128,-0.04582004934283239,0.05429793574980327,0.06813160143792629,0.07331008490707193,0.015252794538225445,0.045672957053674114,-0.09377266599663665,-0.004980646206864289,0.07157049155128853,0.0570822415341224,-0.06929031054356267,-0.12415890741561139,-0.07309080128158842,0.027347054997725145,0.09039888890194041,-0.08119412990553038,-0.0342897667516289,-0.12237026515815938,0.061990043680582724,0.04655735943898824,-0.07202363865716116,-0.01344576451395239,-0.07035021404070513,-0.049536135014412654,-0.00435204863814371,-0.009457406454852648,0.08156595046498945,-0.025540096086582965,0.062347849032708576,-0.018278253497555852,0.01554731373575383,-0.03523468186280557,0.022332389572901384,0.014823640297566141]",2
"[0.0019275564382868736,-0.05837399275465445,0.10263641686602072,-0.0365570310333913,0.08967324905097485,-0.05719982494007458,-0.004041200842369686,-0.02460976994850419,0.1437808912332085,0.056221904402429405,0.09687396909364246,-0.09187064734710888,0.1112506622871892,-0.027037086642601273,0.13500344537367875,-0.06664018764753234,-0.04446040322496132,0.09430104844399136,-0.07488148109140721,0.049970817074856975,0.04124764759432186,0.049723216353661635,0.03511214324019172,-0.13547131012786517,0.031120227628641507,0.01401528487489982,-0.0783459720286456,0.011197092667730018,-0.07623544775626877,-0.00457239489663731,-0.012605355036529629,0.0639484655958685,0.09340527518229051,0.041746681979434055,-0.13608001520730217,-0.041012409566478294,-0.09905433312947438,-0.05701967489651658,0.06628541275858879,-0.01898913805119016,0.11319567009129308,-0.0886224738999524,0.1257371245460077,-0.02891180135140365,-0.06403927640481429,0.001664408016949892,0.09614710569043051,0.017431807280941444,0.09513768817255781,-0.15394426679069345,0.03088767682625489,0.1104943064803427,0.04182460840622133,-0.006602647121657025,0.13900922882285985,-0.0971920784054832,0.03855188910595395,-0.036822226448831236,0.04057985095476562,-0.05883746530691331,0.012186883186752146,0.08112373888831247,0.00812948164953427,-0.010594499720768496,-0.024674410847100346,-0.08577264997769486,0.05499689484184438,-0.05468468435785987,-0.01747434349222617,0.0620182209902189,0.00824768841266632,0.047687073407525364,-0.1393652009693059,0.0190549485639415,0.03523204594173215,0.05271983366798271,-0.0828610097735443,-0.08323196914385665,-0.003077023323963989,-0.024947421794587917,0.09145054974677888,0.007747820948927918,0.0667072980537672,-0.07232986796985973,0.11295636364428158,0.04904081765562296,0.044606733389876106,-4.926723486278206E-4,0.04819848261434924,-0.04786843637173826,-0.009072399359535088,0.03265289183367383,-0.06848879768089815,0.08496835209767926,0.07349012140184641,0.10731054385277358,-0.012422754005952314,-0.0727118853140961,0.09781498614359986,0.053891961674459955]",4
"[-0.02050301814451814,0.0577964379452169,0.05259772571735084,0.005576211400330067,-0.025643904390744866,-0.09064937485381962,0.04901344477839303,0.018736397288739683,-0.03858631295152009,0.053858649125322705,0.03664254238829017,-0.09608184359967709,0.02431734739802778,0.04828019877895713,-0.0713819770142436,-0.034041919047012925,0.008330459415446967,0.06779308896511793,-0.05131289148703218,0.026818637549877167,0.004199211858212948,0.01376621760427952,0.030403266288340093,-0.061304003652185204,0.0477724397322163,-0.05400755172595382,-0.1234873564913869,-0.03077028412371874,0.008469907171092928,0.040554778114892547,0.10229059462435544,-0.018910059714107776,0.0220603259280324,0.07104163409676403,-0.05533599872142077,-0.08183382712304593,-0.11656383266672493,-0.10404139847960324,-0.04931532924529165,-0.014097919175401331,0.08832214754074813,-0.11289169723168016,0.050031750183552506,0.01071109151816927,-0.06324735181406141,0.010274152446072549,0.005859056720510125,-0.03548168856650591,-0.048470256663858895,0.013994612102396787,0.056980107584968215,0.026722599702770824,0.03197536487132311,-0.12396290409378707,0.09792556134052575,0.022105717117665336,-0.06192688816227019,-0.0991035906597972,-0.0494762103073299,0.026637014036532493,-0.047143956646323204,-0.03260038234293461,0.05420097911264748,0.007725430699065328,0.007314582914113999,-0.05080012795515359,-0.018753259629011157,0.05277777817100287,-0.010743933086632752,0.12218212124425919,-0.028535940358415248,-0.05177174238488078,-0.039702494814991954,-0.07066366786602885,0.017808155436068774,0.13866849076002838,-0.0463590806350112,-0.06302187778055668,-0.008871153055224568,0.001728120114421472,0.06130618490278721,-0.049723253678530456,-0.07510979217477143,-0.033499374985694885,0.03988505592569709,0.003615982481278479,-0.04543495858088136,0.002539551164954901,-0.034698364324867725,0.01084026885800995,-0.08451275154948235,0.036902032978832724,-0.024146039597690107,0.140578579925932,-0.047706924285739666,-0.030607510264962914,0.09710148801095785,-0.011313604834140279,-0.009069147193804384,0.04233565032482148]",1
"[-0.0868290401995182,0.15169455064460635,-0.1819358840584755,0.009985223412513733,-0.04819291178137064,0.014465277083218098,0.117472805082798,-0.12669894099235535,-0.29734634328633547,-0.12179982475936413,0.1089754207059741,0.04340009577572346,0.18865952268242836,0.008404751308262348,-0.01972905546426773,-0.0626500800717622,-0.18174553290009499,0.008729968219995499,0.12049628794193268,0.09727141447365284,-0.05442825984209776,0.17953484319150448,0.026961898198351264,0.1698410080280155,0.14868803694844246,0.016072549857199192,0.04016923904418945,0.06582721648737788,-0.19959470629692078,-0.10600411053746939,0.1460295021533966,-0.10218305185844656,-0.08572271931916475,-0.031608106568455696,-0.10157189518213272,0.09045151714235544,-0.2787458971142769,-0.04645610327133909,0.0153126772493124,9.306925348937511E-4,0.039896463975310326,-0.19627321884036064,0.0687369165243581,0.007897447794675827,0.2149193100631237,0.17166218347847462,0.05759289488196373,-0.09427411574870348,0.026266037370078266,-0.008940540486946702,0.17406324297189713,-0.044164487859234214,-0.1191440038383007,0.07730999123305082,-0.018956168554723263,8.875150233507156E-4,-0.17861352395266294,-0.030870279297232628,0.3382091484963894,-0.10851516108959913,0.050549425766803324,0.07842885423451662,-0.06634658016264439,0.08571279235184193,-0.025073792785406113,-0.06911925878375769,0.028407977195456624,0.10676551118376665,0.10659036971628666,0.08729937067255378,0.01765322871506214,0.13565326761454344,-0.06588872824795544,0.04508636984974146,-0.017097707837820053,-0.024764575995504856,-0.10670707002282143,0.12130406312644482,-0.2158040776848793,0.05239573121070862,0.36688901856541634,-0.03511010203510523,-0.23213555850088596,-0.21722037764266133,-0.13075252110138535,0.027717156102880836,-0.03423598315566778,-0.22073975577950478,0.030013756477274,0.10883371194358915,-0.15487898793071508,0.0023188041523098946,0.03584401682019234,0.116091039031744,-0.2233440913259983,0.1454744916409254,0.0250651016831398,0.05941980890929699,-0.08626186882611364,0.03840468352427706]",1
"[0.005717107870926459,0.12303418056884159,0.04132151836529374,0.025218162064750988,0.01987982440429429,-0.011319885030388832,0.06836997531354427,0.03486339127024014,0.05909341694253574,0.007950451457872987,0.08395057202627261,-0.019496913688878216,0.05030926689505577,-0.056944819555307426,0.08870529538641372,-0.09461047655592361,-0.07320003042696044,0.0748753681158026,0.035248128386835255,0.032023253423782684,0.03331446647644043,0.03621144313365221,0.05902158057627578,-0.022078481347610552,-0.11702834690610567,-0.030498756406207878,-0.018478288004795708,0.013072106579784304,-0.0014824949709388116,-0.01324456837028265,0.03798930416814983,-0.06728048467387755,0.03971365098065386,-0.096581248100847,0.04082717847389479,-0.06251388322561979,0.02924668895623957,0.006821847675989071,0.003970999891559282,-0.0016159593748549619,0.06516399121998498,-0.04518843875848688,0.1342389128791789,-0.05043842146794001,-0.05085771523105601,-0.0486865093310674,0.1469543979813655,0.07740263377005854,-0.06439749624890585,0.0019330388555924096,0.029937295553584892,0.09669941818962494,0.04349060651535789,-0.09113865842421849,0.02442299543569485,-0.11443090656151374,-0.03292325367995848,-0.035601084896673754,0.06318862689659,-0.07584669347852468,7.266644388437271E-4,0.0683177188038826,-0.03595027474996944,0.010939684075613815,-0.023894624590563275,0.022146494263627876,-0.017840593742827572,0.015843703721960384,-0.01716243972380956,-0.022365877094368138,0.09474717001527702,0.05824881015966336,-0.15159914052734771,0.026450387435033917,0.051814990428586796,-0.07558882803035279,-0.12369622228046258,0.049052208196371794,-0.018787078869839508,0.04553032778979589,0.06961594196036458,-0.014180897269397974,0.007526698832710584,0.010300986158351103,0.10623475334917505,-0.017908840595434107,-0.02893613434086243,-0.021915099661176402,0.08710076690961917,0.0207790481702735,0.03642128811528285,0.018095132041101653,-0.0337086656751732,-0.03463480334418515,-0.03769737819675356,0.13519268545011678,0.10996593985085686,-0.1446618692910609,0.012595999520272017,0.044500207101615764]",1
"[0.09889537841081619,-0.0922388955950737,0.21065130829811096,0.06373550742864609,0.06942498683929443,-0.05651586130261421,0.00676306989043951,0.03387240692973137,0.11378484964370728,0.09367302805185318,0.025082096457481384,-0.052633825689554214,0.023636244237422943,0.07653971761465073,0.08420173078775406,-0.018317915499210358,-0.03020946867763996,-0.04425918683409691,0.05284014344215393,0.005364324897527695,0.03925490751862526,-0.04960692673921585,0.14252302050590515,0.16724273562431335,-0.033397916704416275,-0.054599590599536896,-0.10793295502662659,0.01864658296108246,0.05211425572633743,0.04773320257663727,-0.0622759573161602,0.0424557700753212,0.19324134290218353,0.0909087285399437,-0.03448306769132614,-0.06258366256952286,-0.00325185083784163,-0.04768096283078194,0.01024709828197956,-0.028913265094161034,-0.07799846678972244,-0.06771436333656311,0.0499068945646286,-0.03901292756199837,-0.07401517033576965,-0.09086354076862335,-0.08016308397054672,-0.06629131734371185,-0.03184160962700844,0.10221613943576813,-0.040250588208436966,0.05433157831430435,-0.02980177290737629,0.016376757994294167,0.0644080862402916,-0.09505084156990051,-0.2270941436290741,8.353330194950104E-4,-0.07434695214033127,-0.026278682053089142,0.06847125291824341,-0.12222915887832642,0.1289181262254715,-0.06998342275619507,0.026214146986603737,-0.0014547209721058607,0.021975448355078697,0.09309946745634079,0.047284360975027084,-0.023937856778502464,-0.10962530225515366,-0.015775831416249275,0.05967062711715698,-0.05723109096288681,0.10635807365179062,0.02002602256834507,-0.07911579310894012,0.06316562741994858,0.007703446317464113,-0.06733348965644836,0.022897351533174515,-0.1107529029250145,-0.08565090596675873,-0.03022177889943123,0.13239625096321106,0.010269755497574806,-0.021324869245290756,0.06991609185934067,-0.07668790966272354,0.007344086188822985,0.05304073914885521,-0.04758881404995918,0.02710541896522045,-0.006189777981489897,-0.005522590130567551,-9.723493712954223E-4,-0.056403204798698425,0.060161955654621124,0.011464018374681473,-0.08087826520204544]",1
"[-0.16142318304628134,0.16877108067274094,-0.1117076724767685,0.10626285173930228,-0.15506149642169476,0.21959942393004894,0.13074760767631233,0.09345017746090889,0.13067680969834328,0.04879565164446831,0.2282719612121582,0.009378818795084953,-0.17280959337949753,0.13747799769043922,-0.3287281394004822,0.0643685877766984,-0.13503815978765488,0.14832931105047464,0.19690147414803505,0.1882178895175457,0.08788412064313889,0.0991833508014679,-0.10924355313181877,-0.06121341697871685,-0.1492488980293274,-0.010190802626311779,-0.2321769967675209,0.21712679602205753,-0.08918346092104912,-0.22131454572081566,0.039265699684619904,0.003780350089073181,-0.02427005209028721,0.0049419403076171875,0.0955975092947483,0.22701451648026705,-0.18124441802501678,-0.2049429640173912,0.18040328100323677,0.00348827987909317,0.09812737721949816,-0.34914083778858185,0.27581875771284103,-0.037414999678730965,0.21295774541795254,-0.17767401412129402,-0.07006433419883251,0.193496935069561,0.10807184502482414,0.03430444374680519,-0.18647578358650208,0.1313336342573166,0.13381307572126389,-0.2150665670633316,0.03109627589583397,-0.09843534976243973,-0.06146962661296129,0.0037827417254447937,-0.205448716878891,0.08121981169097126,-0.05741962790489197,0.1066032275557518,-0.12141679972410202,-0.20176273584365845,0.0766972228884697,-0.1604330986738205,-0.07808098942041397,-0.008256010711193085,-0.05718096345663071,-0.09542698040604591,-0.0728534497320652,0.17592736333608627,-0.08649655617773533,0.1656011799350381,-0.09009536728262901,0.10270089469850063,0.03178034129086882,-0.2279789336025715,0.04809836461208761,-0.05241905897855759,0.1142514469102025,-0.290084782987833,-0.013147199526429176,0.1566351130604744,0.21526697278022766,-0.03474981803447008,-0.127811249345541,-0.25985060818493366,0.033772971015423536,-0.06816841289401054,-0.20919106900691986,0.012957420200109482,0.05498344451189041,0.1754533126950264,0.004979206249117851,-0.04004683718085289,0.01849035918712616,0.11352881975471973,-0.2386685311794281,-0.09964792802929878]",2
"[-0.007156748653334729,-0.004410568515167516,0.009641147109077257,0.03023130424758967,-0.016859905670999605,-0.06404314628418754,0.15244920206639698,-0.02194545922033927,0.03626214953906396,-0.02257394790649414,0.13881744773072355,-0.05298960822470048,0.004658500307842212,-0.012610487092067213,0.02767418519429424,-0.0564264040440321,0.08206629785983001,0.11991317296291099,0.02423586104722584,0.06308352476095452,0.18189408290473855,0.11369377177427796,-0.03153119604651104,-0.13731384496478474,-0.012981224421630888,-0.016693742603392285,-0.07852278851137004,-0.03526779421029941,0.03361591696739197,0.06336657576920356,0.012549874153645599,-0.013297425226911026,0.048975834184709716,-0.0044111024369211755,0.019302177242934704,-0.14612486673628583,-0.017532412592759904,-0.0456917447531048,-0.016912316228947875,-0.07327566180987667,0.09492100687587962,-0.032016852131003845,0.09168123977039666,-0.13409329852198854,-0.07145301000598599,-0.03984190939980395,0.06740484992042184,-0.05113147007411017,-0.03982927588581601,-0.02815628580420333,-0.02467827630393645,0.12014761386329637,0.08978232171605614,-0.02819438185542822,0.07460457897361587,0.07182220084702268,-0.04619030320249936,0.018814245875760475,0.06162369722390876,0.07246183373910539,0.006186730830984957,0.04980193922186599,-0.07160886179874924,-0.02260439207448679,-0.03040862606619211,-0.047286823275499046,0.00956870922270943,0.05481535517602049,0.09673028001013924,0.02324195934788269,-0.059684493414619386,0.09197899797821746,-0.23961510498295813,0.08706165105104446,0.057685132384957635,0.09445394926211413,-0.08587642208423109,-0.13983088025056264,-0.013798783478491446,0.03801969581228845,0.14457755382446683,-0.01233801179948975,0.011719185311128111,-0.06743354416068863,0.08254875001661918,0.05274860336280921,0.03433229905717513,-0.06483629011713407,-0.019214060595806905,-0.048616406398222727,-0.0385505120982142,0.015441181028590482,0.0736972890136873,0.03334809335715631,-0.0015167926355977269,0.018715210368528086,0.013448416858034976,-0.07137625270030078,-0.11330806825529126,-0.04817050721099162]",2
"[0.001131480559706688,0.12697373641033965,-0.012323892675340176,-0.13603152707219124,-0.03734530120467146,0.0172946626941363,0.22132259607315063,-0.12237610885252555,0.09182275707523027,-0.017001083275924124,0.09200329504286249,0.057736779912374914,-0.10342268707851568,-0.11841249869515498,0.008411464281380177,0.030219843611121178,0.036182229717572525,0.027691717570026714,0.02262613425652186,0.1174890287220478,0.14041378224889436,-0.03891972923884168,-0.01809952159722646,-0.02393565202752749,-0.0010387348011136055,0.05337605233459423,0.041410885751247406,-0.04424400922531883,0.08649448057015736,0.06911352028449376,0.12183549720793962,-0.08926944558819135,-0.09433220280334353,0.07210922900897761,0.011553914286196232,0.04675260465592146,0.05503231845796108,0.021062031388282776,0.11337326529125372,0.025708315583566822,0.08932369248941541,0.016410158406870323,0.07699304819107056,-0.17968153643111387,-0.07438440124193826,0.012969756809373695,0.043622624749938645,-0.04892444734772046,0.007795342554648717,0.033692774673302964,-0.12467991001904011,0.04866797671032448,-0.05241185938939452,-0.16465089283883572,0.1494104970867435,0.038891033424685396,0.09647889963040748,-0.07788281608372927,0.028105337793628372,0.008375494896123806,-0.08466462270977596,-0.03158909517029921,-0.0675531979650259,0.020347664753595986,0.028160803291636206,0.04861119203269482,-0.03649666036168734,0.022574532777071,0.08080277250458796,-0.14414257773508626,0.09801411007841428,0.06539511308073997,-0.07613694171110788,-0.0558408402527372,0.006275515692929426,0.006552750089516242,0.04581215108434359,-0.11216385235699514,0.055754298344254494,0.08863604922468463,0.08869460038840771,-0.1398444945613543,-0.08029291747758785,0.013572268187999725,0.1121069248765707,0.06357494865854581,-0.17046200732390085,0.026305878534913063,0.08605462312698364,0.04296305954145888,-0.0013194334072371323,-0.017608957986036934,-0.14508058006564775,-0.06239156223212679,0.0972199427584807,-0.015968553411463894,0.20211451407521963,-0.03170673071872443,0.15603425229589143,0.08143128330508867]",1
"[0.15511124425878126,-0.24036403093487024,0.04461603673795859,0.08878674606482187,0.012868631669941047,0.07021735546489556,0.11959100592260559,0.03601321585786839,-0.1264988873153925,0.07544166152365506,-0.09376631985651329,0.021433765476103872,0.2533475935924798,0.00877296986679236,-0.08441099540020028,0.07041869436701138,0.021982702057963856,-0.15391062448422113,0.10957448448364933,-0.03830915689468384,0.03907622299933185,0.11027973238378763,-0.009558067967494328,-0.09263710429271062,0.11517701585156222,-0.20366017209986845,0.16525912377983332,-0.0025050491870691376,0.13221466246371466,0.015519810219605763,-0.11795503475392857,-0.07562170860668023,0.21442783220360676,-0.025568566595514614,0.056111088022589684,-0.12890872576584417,0.1281414193411668,-0.06961588251094022,0.027318459004163742,-0.05266402382403612,-0.049229496313879885,0.006708838045597076,0.02088447039326032,0.10700081843727578,0.08809435553848743,-0.05448276114960511,-0.054160089154417314,-0.08212466910481453,0.3103606179356575,-0.004401029320433736,-0.20464180906613666,0.14432739450906712,0.060932875300447144,-0.09172939260800679,-0.11600570504864056,0.13123425468802452,0.058583923925956086,-0.011047767475247383,0.014401627704501152,0.11299396306276321,0.21341177417586246,-0.07158655921618143,-0.16839115632077056,-0.11028784303925931,0.015859403957923252,0.08198704291135073,-0.005584592620531717,-0.01189215388149023,0.025459693744778633,-0.041266016177056976,-0.09158471940706173,-0.10545793563748398,0.06472252774983644,-0.11244910396635532,-0.06619215213383237,0.12523300022197265,0.05239306793858607,-0.15517168243726093,0.08100483036590352,-0.02230233931913972,0.032955899058530726,0.08021968385825554,-0.12357576594998439,-0.2018851797717313,0.10030603191504875,-0.09643955901265144,0.009835499649246533,-0.13415111523742476,0.01137432890633742,-0.11904121873279412,0.04599349429675688,-0.04089541601327558,0.23327252903254703,-0.00547174954166015,-0.10522526619024575,-0.00206644336382548,0.07180711184628308,0.07483879228432973,0.18281516308585802,0.10332771002625425]",1
